,Text,Topic,Text Length,
1531,"Find all natural numbers, when dividing by 7 in the private, the same number will turn out as in the remainder.",6,106,
1532,"Two classes with the same number of students wrote a control.Having checked
The control, strict director Fyodor Kalistratovich said that he put the doubles more than the rest of the assessments.Did Fyodor Kalistratovich be mistaken?",6,235,
1533,"Let M-arbitrary 1992-digit number, multiple 9. The sum of the numbers of this number is denoted through A. through A. The sum of the number a is denoted through B. The sum of the digits of the number b is denoted through C. What is the number C is equal to?",6,192,
1534,"Can the sum of three different natural numbers be divided into each
From the terms?",6,82,
1535,Five numbers are given;The sum of any three of them is even.To prove that all numbers are combined.,6,79,
1536,"Find all the whole solutions of the equation yk = x² + x (k is a natural number, more than 1).",6,85,
1537,"The automatic machine, when lowering the dime, throws out five skeletons, and when lowering
Toroski - five hryvnias.
Can Petya, going to the machine with one kopeckoy, get the same number of skewers and drys after several lowering?",6,235,
1538,"Put four units in a circle, three deuces and three three so that the sum of any three in a row is not divided into 3.",6,127,
1539,"Seven Cheburashki have two balloons: red and yellow.
Can they change with each other so that each has two balls of the same color?",6,168,
1540,"In the parliament of some country, two chambers with an equal number of deputies.All deputies took part in the vote on an important issue, and there were no abstained.When the chairman said that the decision was made with an advantage of 23 votes, the opposition leader said that the voting results were falsified.How did he understand this?",6,333,
1541,"In all entrances of the house the same number of floors, and on each floor the same number of apartments.At the same time, the number of floors in the house is more than the number of apartments on the floor, the number of apartments on the floor is more than the number of entrances, and the number of entrances is more than one.How many floors are in the house, if there are 105 apartments in it?",6,285,
1542,"Vanya conceived a simple three -digit number, all the numbers of which are different.
What digit can it end for if its last digit is equal to the sum of the first two?",6,160,
1543,"Sweet Mathematics Sweets are sold 12 pieces in a box, and sweets ""geometry with nuts"" - 15 pieces in a box.
What is the smallest number of focus of the sweets of the one and another variety must be bought so that those and other sweets are equally equal?",6,237,
1544,"In a row, without spaces, all even numbers from 12 to 34 were discharged. It turned out the number 1214161820222242628303234. Is it divided into 24?",6,124,
1545,"The work of two natural numbers, each of which is not divided by 10, equal to 1000. Find their amount.",6,110,
1546,"Is there a natural number that, when dividing by the sum of its numbers in both private and in the remainder, gives the number 2011?",6,120,
1547,"Prove that the following numbers are not squares:
 a) 12345678;b) 987654;c) 1234560;D) 98765445.",6,116,
1548,The horse left the A1 field and after a few moves returned to him.Prove that he made a single number of moves.,6,107,
1549,"Can a horse go from the A1 field to the H8 field, having been on the road on each of the other fields exactly once?",6,105,
1550,"Grade 5 student Katya and several of her classmates got into a circle, holding
by the hands.It turned out that everyone holds by the hands of either two boys or two girls.If there are five boys in the circle, then how much does girls cost there?",6,228,
1551,All the knuckles were laid in the chain.There were 5 points at one end.How many points are at the other end?,6,101,
1552,"25 checkers are placed on the 25 × 25 board, and their location is symmetrically relative to the diagonal.
Prove that one of the checkers is located on the diagonal.",6,151,
1553,"Is it possible to exchange 25 rubles using ten bills with a dignity of 1, 3 and 5 rubles?",6,84,
1554,"Is it possible to write in a row one at once from 1 to 9 so that between the unit and the deuce, the deuce and the three, ..., eight and nine there were an odd number of numbers?",6,163,
1555,Prove that the work of any five sequential numbers is divided by A) by 30;b) at 120.,6,93,
1556,"Vasya wrote an example on the board to multiply two two -digit numbers, and then replaced all the numbers with the letters in it, and the same numbers - with the same letters, and different - for different ones.As a result, he got Ab × VG = Dode.Prove that he was mistaken somewhere.",6,249,
1557,"Solve the equation in natural numbers:
 a) x² - y² = 31;
 b) x² - y² = 303.",6,84,
1558,"Prove that for any natural numbers A and B is true the equality of GCD (A, B) NOK (A, B) = AB.",6,90,
1559,Prove that n³ - n is divided into 24 for any odd N.,6,58,
1560,"The sum of three natural numbers, which are accurate squares, is divided into 9.
Prove that of them you can choose two, the difference of which is also divided by 9.",6,152,
1561,a) A + 1 is divided into 3. Prove that 4 + 7A is divided into 3.,6,61,
1562,b) 2 + A and 35 - B are divided by 11. Prove that A + B is divided into 11.,6,74,
1563,Prove that a ≡ b (mod m) then and only when a - b is divided into m.,6,79,
1564,"If a ≡ b (mod m) and C ≡ D (mod m), then a + C ≡ b + D (mod m).",6,67,
